order_details_id,order_id,pizza_id,quantity
214,91,pepperoni_s,4
215,92,bbq_ckn_m,3
216,92,ital_supr_l,1
217,92,ital_supr_m,4
218,92,ital_veggie_s,1
219,92,pepperoni_m,3
220,92,peppr_salami_m,4
221,92,spinach_fet_s,1
222,92,spinach_supr_s,3
223,92,the_greek_m,1
224,93,sicilian_m,5
225,94,ital_cpcllo_m,1
226,94,southw_ckn_s,4
227,95,napolitana_s,1
228,95,peppr_salami_l,1
229,96,napolitana_s,2
230,97,big_meat_s,1
231,98,classic_dlx_l,5
232,98,napolitana_l,2
233,99,ital_supr_l,3
234,100,hawaiian_l,4
235,101,cali_ckn_l,2
236,101,pepperoni_l,1
237,101,soppressata_l,2
238,101,spicy_ital_m,2
239,102,bbq_ckn_s,5
240,102,prsc_argla_s,5
241,103,spinach_supr_s,1
242,104,bbq_ckn_m,4
243,104,ckn_alfredo_m,3
244,104,ital_veggie_m,3
245,104,veggie_veg_l,3
246,105,hawaiian_s,5
247,105,pepperoni_l,1
248,105,prsc_argla_m,5
249,106,mexicana_l,5
250,106,spicy_ital_l,2
251,107,cali_ckn_l,3
252,107,ital_supr_m,1
253,107,spicy_ital_l,3
254,107,veggie_veg_l,4
255,108,classic_dlx_l,1
256,108,hawaiian_l,3
257,108,spinach_supr_l,2
258,109,ital_cpcllo_l,1
259,109,ital_supr_l,2
260,109,pepperoni_m,1
261,109,prsc_argla_l,1
262,110,big_meat_s,2
263,110,napolitana_l,3
264,110,soppressata_l,3
265,110,spicy_ital_s,5
266,111,cali_ckn_m,2
267,111,five_cheese_l,1
268,111,pepperoni_m,2
269,111,spin_pesto_l,1
270,112,pepperoni_s,3
271,113,cali_ckn_l,3
272,113,mexicana_l,4
273,113,southw_ckn_m,3
274,114,pepperoni_l,5
275,114,sicilian_s,2
276,115,big_meat_s,3
277,115,napolitana_l,2
278,115,thai_ckn_m,2
279,116,five_cheese_l,1
280,117,peppr_salami_m,1
281,117,sicilian_l,1
282,118,prsc_argla_l,2
283,118,spinach_fet_s,1
284,119,four_cheese_m,1
285,120,classic_dlx_s,4
286,120,hawaiian_s,2
287,120,spinach_fet_l,4
288,121,bbq_ckn_m,4
289,121,four_cheese_l,4
290,121,sicilian_l,1
291,121,southw_ckn_l,1
292,122,ital_supr_m,3
293,123,ital_cpcllo_s,4
294,124,bbq_ckn_s,2
295,124,sicilian_l,5
296,124,spicy_ital_l,2
297,124,the_greek_s,4
298,125,the_greek_xl,4
299,126,veggie_veg_l,2
300,127,pepperoni_m,2
301,128,spicy_ital_s,1
302,129,big_meat_s,3
303,129,the_greek_m,4
304,130,hawaiian_s,1
305,130,ital_cpcllo_l,2
306,130,mexicana_m,1
307,130,southw_ckn_s,2
308,131,ckn_pesto_l,3
309,131,five_cheese_l,3
310,131,green_garden_s,5
311,131,spinach_supr_s,2
312,132,pepperoni_s,1
313,133,bbq_ckn_l,4
314,133,hawaiian_l,2
315,133,the_greek_s,4
316,134,big_meat_s,2
317,134,southw_ckn_l,2
318,134,spinach_supr_s,4
319,135,veggie_veg_l,4
320,136,five_cheese_l,3
321,136,peppr_salami_s,4
322,137,mediterraneo_l,3
323,137,pepperoni_s,5
324,137,spicy_ital_m,5
325,138,cali_ckn_m,1
326,138,four_cheese_l,1
327,138,ital_veggie_l,2
328,138,sicilian_m,2
329,139,five_cheese_l,2
330,140,prsc_argla_s,4
331,140,veggie_veg_m,5
332,141,classic_dlx_m,1
333,142,green_garden_m,2
334,143,cali_ckn_s,1
335,143,classic_dlx_s,3
336,143,hawaiian_l,5
337,143,mexicana_m,4
338,143,pepperoni_l,1
339,143,prsc_argla_s,1
340,143,thai_ckn_l,2
341,143,veggie_veg_m,4
342,144,bbq_ckn_m,1
343,144,big_meat_s,1
344,144,cali_ckn_l,3
345,144,ckn_pesto_m,3
346,144,five_cheese_l,2
347,144,four_cheese_l,5
348,144,pep_msh_pep_s,1
349,144,southw_ckn_l,3
350,144,southw_ckn_s,4
351,144,spicy_ital_l,5
352,144,thai_ckn_m,2
353,144,veggie_veg_l,2
354,145,the_greek_s,1
355,146,cali_ckn_l,4
356,146,four_cheese_m,1
357,146,hawaiian_m,4
358,147,the_greek_xl,4
359,148,mediterraneo_s,5
360,149,spinach_fet_m,1
361,150,pepperoni_m,4
362,151,southw_ckn_l,1
363,151,spinach_supr_s,1
364,152,hawaiian_s,4
365,152,spinach_fet_l,2
366,152,thai_ckn_s,3
367,152,the_greek_m,2
368,153,mexicana_m,3
369,154,prsc_argla_s,5
370,155,ckn_pesto_s,5
371,155,napolitana_l,2
372,155,pepperoni_l,5
373,155,peppr_salami_l,3
374,156,napolitana_m,1
375,156,thai_ckn_l,5
376,157,ital_supr_l,4
377,157,mediterraneo_m,3
378,157,sicilian_m,4
379,157,spin_pesto_m,1
380,158,ital_veggie_m,1
381,158,thai_ckn_m,5
382,159,four_cheese_l,2
383,159,thai_ckn_m,1
384,160,classic_dlx_m,5
385,161,hawaiian_s,5
386,161,spicy_ital_m,3
387,161,the_greek_xl,5
388,162,big_meat_s,1
389,163,hawaiian_m,2
390,163,pepperoni_l,1
391,163,the_greek_m,2
392,164,cali_ckn_l,2
393,164,pepperoni_m,2
394,165,prsc_argla_m,3
395,166,prsc_argla_s,5
396,167,bbq_ckn_l,4
397,167,ital_supr_m,2
398,167,pepperoni_m,5
399,168,big_meat_s,1
400,168,veggie_veg_m,1
401,169,four_cheese_l,4
402,169,ital_cpcllo_s,3
403,169,sicilian_m,4
404,170,hawaiian_l,2
405,171,napolitana_m,5
406,172,napolitana_s,2
407,172,spinach_supr_m,3
408,172,thai_ckn_l,3
409,173,cali_ckn_m,3
410,173,classic_dlx_m,2
411,173,veggie_veg_l,5
412,174,big_meat_s,3
413,174,cali_ckn_l,1
414,174,cali_ckn_m,5
415,174,ital_cpcllo_m,1
416,175,ital_supr_l,1
417,176,cali_ckn_l,3
418,176,peppr_salami_m,1
419,177,napolitana_s,2
420,177,thai_ckn_l,3
421,178,peppr_salami_l,4
422,179,hawaiian_l,1
423,179,sicilian_m,1
424,179,veggie_veg_s,4
425,180,classic_dlx_l,1
426,180,prsc_argla_l,2
427,181,mexicana_l,1
428,182,brie_carre_s,1
429,182,peppr_salami_l,3
430,183,napolitana_m,3
431,183,spin_pesto_l,2
432,183,spin_pesto_s,2
433,184,hawaiian_l,1
434,185,sicilian_m,4
435,185,spin_pesto_s,4
436,186,mexicana_l,5
437,186,southw_ckn_l,4
438,186,spin_pesto_l,3
439,186,thai_ckn_l,1
440,187,five_cheese_l,5
441,187,spin_pesto_l,5
442,188,five_cheese_l,2
443,188,pepperoni_s,5
444,188,peppr_salami_l,3
445,189,big_meat_s,3
446,189,thai_ckn_s,4
447,190,bbq_ckn_l,4
448,190,four_cheese_m,4
449,190,pep_msh_pep_s,5
450,190,prsc_argla_l,4
451,191,cali_ckn_l,2
452,191,ckn_alfredo_m,3
453,192,sicilian_s,1
454,192,southw_ckn_l,3
455,193,big_meat_s,1
456,193,cali_ckn_m,4
457,193,ckn_alfredo_l,5
458,194,bbq_ckn_s,3
459,195,bbq_ckn_l,5
460,196,sicilian_s,2
461,196,spicy_ital_m,2
462,196,veggie_veg_m,2
463,197,four_cheese_l,4
464,197,ital_cpcllo_l,1
465,197,ital_veggie_l,3
466,197,soppressata_l,2
467,198,big_meat_s,1
468,198,ckn_alfredo_l,2
469,199,ckn_alfredo_m,3
470,200,the_greek_xl,1
471,201,calabrese_m,3
472,201,ckn_pesto_l,3
473,201,ital_supr_l,4
474,201,the_greek_xl,2
475,202,cali_ckn_s,4
476,203,cali_ckn_l,1
477,203,ital_veggie_m,3
478,203,pep_msh_pep_l,5
479,203,the_greek_s,2
480,204,spicy_ital_l,1
481,205,cali_ckn_s,2
482,205,ckn_alfredo_m,2
483,205,prsc_argla_s,4
484,206,napolitana_m,2
485,206,pepperoni_s,3
486,206,spicy_ital_l,3
487,207,spicy_ital_l,2
488,208,bbq_ckn_l,2
489,208,bbq_ckn_s,1
490,208,ckn_alfredo_m,2
491,208,pepperoni_m,5
492,208,the_greek_m,1
493,209,cali_ckn_l,4
494,210,spinach_fet_s,1
495,211,pepperoni_s,2
496,212,ital_cpcllo_l,5
497,213,four_cheese_l,4
498,214,ital_cpcllo_l,4
499,214,ital_supr_m,5
500,214,mexicana_s,2
501,214,spin_pesto_m,1
502,215,green_garden_s,1
503,216,bbq_ckn_m,1
504,216,five_cheese_l,3
505,216,hawaiian_l,1
506,217,classic_dlx_m,2
507,217,spinach_fet_s,1
508,218,spicy_ital_m,2
509,219,bbq_ckn_l,2
510,219,five_cheese_l,1
511,219,peppr_salami_m,5
512,219,spinach_fet_m,4
513,220,hawaiian_s,1
514,220,ital_cpcllo_s,1
515,220,napolitana_l,1
516,220,spicy_ital_l,5
517,221,five_cheese_l,4
518,221,prsc_argla_m,1
519,221,the_greek_s,4
520,222,four_cheese_l,3
521,222,sicilian_s,2
522,223,pep_msh_pep_s,2
523,224,ckn_alfredo_s,5
524,224,ital_supr_m,3
525,224,napolitana_m,4
526,224,thai_ckn_l,1
527,225,bbq_ckn_l,4
528,225,bbq_ckn_m,1
529,225,southw_ckn_s,4
530,226,classic_dlx_l,1
531,227,bbq_ckn_m,1
532,227,the_greek_m,1
533,228,ital_veggie_s,2
534,229,ital_veggie_l,4
535,229,prsc_argla_l,4
536,229,spin_pesto_s,3
537,230,thai_ckn_m,4
538,231,cali_ckn_l,4
539,231,napolitana_s,1
540,231,prsc_argla_s,3
541,232,bbq_ckn_m,4
542,232,spinach_supr_l,2
543,233,spinach_fet_s,2
544,234,ckn_alfredo_m,2
545,234,ital_supr_s,3
546,234,napolitana_m,4
547,235,cali_ckn_m,4
548,236,classic_dlx_l,2
549,236,green_garden_m,3
550,237,green_garden_s,3
551,238,spin_pesto_l,1
552,239,ital_supr_l,5
553,239,thai_ckn_m,5
554,240,four_cheese_m,4
555,241,sicilian_m,4
556,241,spinach_supr_l,4
557,242,calabrese_m,2
558,242,thai_ckn_l,3
559,242,veggie_veg_m,4
560,243,classic_dlx_l,1
561,243,spinach_supr_s,2
562,244,ital_supr_s,3
563,244,spicy_ital_l,1
564,245,bbq_ckn_l,1
565,245,ckn_pesto_l,5
566,246,ckn_alfredo_m,2
567,246,pepperoni_l,5
568,247,hawaiian_m,3
569,247,sicilian_m,3
570,247,spinach_supr_s,5
571,248,hawaiian_s,1
572,248,thai_ckn_l,4
573,249,bbq_ckn_l,4
574,249,calabrese_s,1
575,250,four_cheese_m,4
576,251,mexicana_m,2
577,252,prsc_argla_m,5
578,253,brie_carre_s,1
579,254,bbq_ckn_l,2
580,254,brie_carre_s,4
581,254,five_cheese_l,3
582,255,five_cheese_l,2
583,255,green_garden_m,5
584,255,hawaiian_l,4
585,255,spinach_fet_m,1
586,256,pep_msh_pep_l,4
587,257,cali_ckn_l,1
588,257,ckn_alfredo_l,2
589,258,classic_dlx_m,3
590,259,pepperoni_l,3
591,260,five_cheese_l,1
592,260,the_greek_l,5
593,261,brie_carre_s,4
594,262,cali_ckn_m,5
595,263,spin_pesto_l,4
596,264,mexicana_m,2
597,265,ckn_alfredo_m,3
598,265,mexicana_l,3
599,265,sicilian_m,3
600,265,spicy_ital_l,1
601,266,peppr_salami_m,2
602,267,four_cheese_l,4
603,267,mediterraneo_l,3
604,267,napolitana_s,3
605,268,ital_supr_l,3
606,268,pepperoni_s,1
607,269,ckn_alfredo_m,3
608,270,southw_ckn_l,2
609,270,spin_pesto_l,1
610,270,thai_ckn_l,5
611,271,big_meat_s,2
612,271,cali_ckn_m,1
613,271,ckn_alfredo_m,1
614,271,ckn_pesto_l,3
615,271,classic_dlx_m,3
616,271,ital_supr_m,5
617,271,sicilian_s,1
618,271,soppressata_m,5
619,271,southw_ckn_m,2
620,271,the_greek_s,5
621,272,ital_supr_m,5
622,273,soppressata_s,1
623,274,four_cheese_l,5
624,274,thai_ckn_l,5
625,275,classic_dlx_l,2
626,275,five_cheese_l,3
627,275,pepperoni_s,3
628,275,sicilian_m,1
629,276,five_cheese_l,4
630,276,spicy_ital_l,3
631,277,four_cheese_m,4
632,278,ital_veggie_m,5
633,278,southw_ckn_l,3
634,279,cali_ckn_m,2
635,279,ckn_alfredo_m,2
636,280,prsc_argla_m,1
637,280,veggie_veg_m,2
638,281,sicilian_s,2
639,282,classic_dlx_s,5
640,282,five_cheese_l,5
641,282,peppr_salami_l,1
642,282,spin_pesto_l,1
643,283,napolitana_m,5
644,284,four_cheese_m,1
645,284,hawaiian_s,1
646,284,napolitana_m,2
647,285,prsc_argla_l,1
648,286,ital_supr_m,2
649,286,peppr_salami_l,2
650,287,ital_supr_m,3
651,287,pep_msh_pep_m,3
652,287,pepperoni_m,2
653,287,sicilian_s,1
654,288,brie_carre_s,3
655,288,prsc_argla_l,2
656,288,spinach_supr_l,4
657,289,five_cheese_l,1
658,290,classic_dlx_s,1
659,290,veggie_veg_m,3
660,291,bbq_ckn_l,3
661,291,ckn_alfredo_m,3
662,291,four_cheese_m,2
663,292,spin_pesto_m,1
664,292,spinach_fet_l,1
665,293,classic_dlx_s,3
666,293,ital_veggie_s,2
667,294,bbq_ckn_m,1
668,294,ital_supr_l,3
669,294,thai_ckn_l,5
670,295,cali_ckn_m,3
671,296,green_garden_s,1
672,296,ital_cpcllo_s,3
673,296,thai_ckn_m,4
674,297,southw_ckn_m,1
675,298,cali_ckn_m,5
676,298,cali_ckn_s,5
677,298,ckn_alfredo_m,3
678,298,classic_dlx_s,2
679,299,classic_dlx_s,3
680,299,spinach_fet_m,1
681,300,big_meat_s,1
682,300,ital_cpcllo_s,5
683,300,ital_veggie_s,2
684,300,spinach_supr_s,5
685,301,napolitana_l,5
686,302,peppr_salami_l,2
687,303,big_meat_s,3
688,303,ital_cpcllo_m,1
689,303,pepperoni_s,2
690,304,hawaiian_s,2
691,304,mexicana_l,3
692,305,pepperoni_l,2
693,305,sicilian_s,2
694,305,spicy_ital_m,5
695,306,big_meat_s,1
696,306,hawaiian_s,3
697,306,napolitana_m,3
698,307,classic_dlx_l,4
699,307,thai_ckn_m,2
700,308,hawaiian_l,2
701,308,pep_msh_pep_l,1
702,308,thai_ckn_s,2
703,309,five_cheese_l,1
704,309,peppr_salami_m,1
705,310,hawaiian_s,1
706,310,thai_ckn_s,3
707,311,sicilian_l,2
708,312,big_meat_s,2
709,312,brie_carre_s,3
710,312,ckn_alfredo_m,4
711,312,sicilian_m,1
712,313,classic_dlx_m,2
713,314,calabrese_m,3
714,314,five_cheese_l,4
715,314,green_garden_m,4
716,314,hawaiian_m,1
717,314,veggie_veg_m,1
718,315,classic_dlx_m,2
719,316,hawaiian_s,3
720,316,ital_supr_m,1
721,317,cali_ckn_s,1
722,317,classic_dlx_m,3
723,317,four_cheese_l,1
724,317,hawaiian_s,5
725,317,pep_msh_pep_l,1
726,317,prsc_argla_s,3
727,317,spinach_fet_s,3
728,318,ital_cpcllo_l,4
729,318,mexicana_l,4
730,318,soppressata_s,4
731,318,spicy_ital_l,1
732,319,ital_supr_m,2
733,320,cali_ckn_m,1
734,320,ckn_pesto_l,3
735,321,ital_supr_l,3
736,322,cali_ckn_l,4
737,322,ckn_pesto_l,2
738,322,classic_dlx_s,4
739,322,thai_ckn_l,2
740,323,classic_dlx_m,3
741,324,five_cheese_l,5
742,325,classic_dlx_s,1
743,325,veggie_veg_s,3
744,326,cali_ckn_m,1
745,326,spinach_supr_l,2
746,327,classic_dlx_m,4
747,328,mediterraneo_l,3
748,329,spicy_ital_l,3
749,329,spinach_supr_m,1
750,330,big_meat_s,1
751,330,ckn_alfredo_m,4
752,330,classic_dlx_m,2
753,330,classic_dlx_s,1
754,330,five_cheese_l,3
755,330,four_cheese_l,5
756,330,hawaiian_l,5
757,330,pep_msh_pep_l,5
758,330,peppr_salami_s,1
759,330,sicilian_l,2
760,330,spicy_ital_l,2
761,330,spicy_ital_m,1
762,330,spinach_fet_l,2
763,330,the_greek_m,3
764,331,prsc_argla_m,5
765,332,sicilian_m,5
766,332,southw_ckn_l,5
767,332,thai_ckn_m,4
768,333,ckn_alfredo_m,4
769,334,calabrese_l,3
770,334,pepperoni_m,2
771,334,southw_ckn_m,2
772,334,thai_ckn_l,5
773,335,mediterraneo_l,2
774,336,prsc_argla_l,2
775,337,hawaiian_l,2
776,337,pepperoni_l,4
777,338,mexicana_l,1
778,338,thai_ckn_l,2
779,338,the_greek_xl,5
780,339,spicy_ital_m,4
781,340,peppr_salami_s,3
782,341,bbq_ckn_m,5
783,341,pepperoni_s,2
784,342,sicilian_l,5
785,342,southw_ckn_l,1
786,343,five_cheese_l,2
787,343,four_cheese_m,3
788,344,ital_cpcllo_m,3
789,345,peppr_salami_s,1
790,345,spinach_fet_s,1
791,346,green_garden_s,2
792,346,hawaiian_s,5
793,346,ital_cpcllo_l,1
794,346,napolitana_s,1
795,347,spinach_fet_l,2
796,347,thai_ckn_l,2
797,347,veggie_veg_m,2
798,348,classic_dlx_m,3
799,348,thai_ckn_l,2
800,348,thai_ckn_s,3
801,349,pepperoni_l,5
802,350,classic_dlx_l,1
803,350,pepperoni_m,3
804,350,spicy_ital_s,1
805,351,big_meat_s,3
806,351,hawaiian_m,2
807,352,big_meat_s,4
808,352,ital_cpcllo_l,4
809,353,bbq_ckn_l,4
810,353,cali_ckn_l,1
811,353,prsc_argla_s,3
812,354,green_garden_s,1
813,354,veggie_veg_l,5
814,355,ckn_alfredo_m,5
815,355,ital_supr_m,2
816,356,ckn_alfredo_m,1
817,357,cali_ckn_l,2
818,357,southw_ckn_s,1
819,357,spinach_fet_s,1
820,358,ital_supr_m,1
821,359,green_garden_m,3
822,359,thai_ckn_l,1
823,360,bbq_ckn_l,2
824,360,green_garden_s,3
825,360,hawaiian_s,1
826,361,big_meat_s,5
827,361,ital_cpcllo_s,1
828,362,bbq_ckn_m,1
829,362,mexicana_l,4
830,363,mediterraneo_l,1
831,363,mexicana_l,1
832,364,ital_supr_m,4
833,364,the_greek_xl,3
834,365,four_cheese_m,3
835,365,mediterraneo_l,2
836,365,pepperoni_m,2
837,366,ital_cpcllo_l,2
838,367,hawaiian_l,5
839,367,spinach_fet_m,1
840,368,spin_pesto_m,4
841,368,thai_ckn_l,1
842,369,spinach_fet_m,2
843,370,four_cheese_l,1
844,370,hawaiian_s,2
845,371,pepperoni_m,1
846,372,spinach_fet_s,3
847,373,ckn_pesto_s,1
848,373,classic_dlx_m,1
849,373,sicilian_l,3
850,374,big_meat_s,3
851,374,ckn_alfredo_m,5
852,374,peppr_salami_s,2
853,375,mexicana_m,3
854,376,the_greek_xl,3
855,376,veggie_veg_l,4
856,377,hawaiian_m,1
857,377,thai_ckn_l,2
858,378,ital_veggie_s,3
859,379,thai_ckn_l,1
860,380,calabrese_m,2
861,380,cali_ckn_m,2
862,381,southw_ckn_m,2
863,382,thai_ckn_s,2
864,382,veggie_veg_m,4
865,383,spicy_ital_m,5
866,384,hawaiian_s,1
867,384,ital_cpcllo_m,2
868,384,mediterraneo_m,5
869,384,the_greek_s,1
870,385,veggie_veg_l,5
871,386,ital_veggie_s,1
872,386,soppressata_m,4
873,386,thai_ckn_m,1
874,387,bbq_ckn_s,4
875,387,big_meat_s,4
876,387,ckn_pesto_m,2
877,387,five_cheese_l,3
878,387,pepperoni_s,3
879,387,spicy_ital_l,4
880,387,spinach_fet_s,2
881,388,bbq_ckn_s,1
882,388,ckn_alfredo_m,2
883,388,mediterraneo_m,3
884,388,veggie_veg_s,2
885,389,spin_pesto_l,2
886,390,pep_msh_pep_l,2
887,391,the_greek_m,2
888,392,big_meat_s,2
889,392,calabrese_s,1
890,392,cali_ckn_l,5
891,392,pepperoni_s,1
892,392,prsc_argla_l,2
893,392,sicilian_l,4
894,392,soppressata_l,1
895,392,spicy_ital_l,3
896,393,green_garden_s,1
897,393,hawaiian_l,3
898,394,big_meat_s,5
899,394,ckn_pesto_s,1
900,394,hawaiian_l,5
901,394,hawaiian_s,1
902,394,pep_msh_pep_l,3
903,394,pepperoni_m,3
904,394,pepperoni_s,1
905,394,sicilian_l,3
906,394,spicy_ital_l,2
907,394,spin_pesto_s,3
908,394,thai_ckn_l,2
909,394,veggie_veg_s,1
910,395,napolitana_m,1
911,396,spinach_fet_s,1
912,397,five_cheese_l,2
913,397,hawaiian_l,4
914,397,pepperoni_m,2
915,398,pepperoni_s,1
916,399,bbq_ckn_m,3
917,399,cali_ckn_l,5
918,399,four_cheese_m,1
919,399,the_greek_m,1
920,400,pepperoni_m,5
921,400,thai_ckn_l,2
922,401,veggie_veg_m,2
923,402,four_cheese_l,2
924,402,ital_supr_m,1
925,403,bbq_ckn_s,1
926,403,classic_dlx_l,1
927,403,prsc_argla_s,1
928,404,ckn_pesto_l,2
929,405,sicilian_l,4
930,406,ckn_alfredo_m,3
931,406,classic_dlx_m,1
932,406,ital_veggie_s,3
933,407,cali_ckn_m,1
934,407,classic_dlx_l,2
935,407,pepperoni_m,3
936,408,brie_carre_s,5
937,408,peppr_salami_m,2
938,409,pepperoni_l,2
939,410,big_meat_s,4
940,410,mediterraneo_m,2
941,410,the_greek_xl,1
942,411,ital_supr_m,2
943,411,southw_ckn_l,4
944,412,brie_carre_s,3
945,412,spinach_supr_m,1
946,413,the_greek_s,1
947,414,classic_dlx_s,1
948,414,five_cheese_l,2
949,414,ital_supr_m,3
950,415,cali_ckn_s,3
951,416,spinach_fet_l,1
952,417,pepperoni_s,5
953,418,ckn_pesto_m,2
954,418,sicilian_m,2
955,419,bbq_ckn_l,4
956,419,hawaiian_l,2
